exp,rho,sigma,seed,m,absorbed,cos_comp,rec,wall_s,n11,n10,n01,rho_count,rho_c,rho_x,rho_d,ties,lo_is_comp,m_n11,m_n10,m_n01,m_rho_count,m_rho_c,m_rho_x,m_rho_d,m_ties,m_lo_is_comp,rho_d_t002,rho_d_t010,a1,a0,g0,g1,b_p,b_c,n_j11,n_s11,delta_J,delta_S,q11_B,q10_B,q01_B,pi_B,h_B,b11_frac,rho_real,rho_d_auto,q,p0,cos_child
RC,0.3,-1.0,37,128,1,0.9932,0.0,427.9,49506,28691,13840,0.68827,0.68827,0.32541,0.32487,0,1,49359,22662,8074,0.71706,0.71706,0.26269,0.30031,0,1,0.32555,0.32331,1.0,0.59727,0.99781,0.66581,0.05151,0.04932,15855,33504,0.0,0.0037,0.00123,0.05028,0.04809,0.55102,0.48962,0.0016,0.29728,0.32487,0.12,0.28,0.7559
RC,0.3,-1.0,38,128,1,0.9939,0.0,427.9,49467,29338,12260,0.67783,0.67783,0.29473,0.31675,0,1,49412,22750,7994,0.71618,0.71618,0.26002,0.30632,0,1,0.31699,0.31647,1.0,0.59321,0.99782,0.67511,0.05543,0.03606,16358,33054,0.0,0.00608,0.00046,0.05497,0.0356,0.47273,0.39344,0.0006,0.30229,0.31675,0.12,0.28,0.7573
RC,0.3,-1.0,39,128,1,0.9949,0.0,428.0,49379,28767,14623,0.68991,0.68991,0.33701,0.32468,0,1,49251,21990,8731,0.72503,0.72503,0.2842,0.30216,0,1,0.3256,0.32376,1.0,0.60754,0.99813,0.63963,0.05753,0.05016,15312,33939,0.0,0.00357,0.00107,0.05646,0.04909,0.5,0.46542,0.00138,0.29934,0.32468,0.12,0.28,0.7566
RC,0.3,-1.0,40,128,1,0.9946,0.0,428.1,49397,29323,13851,0.68324,0.68324,0.32082,0.3227,0,1,49204,22571,8317,0.71819,0.71819,0.26926,0.30255,0,1,0.3236,0.32185,1.0,0.59749,0.99831,0.65764,0.05792,0.04776,15794,33410,0.0,0.00362,0.00161,0.05631,0.04615,0.5544,0.45204,0.00208,0.29986,0.3227,0.12,0.28,0.7551
RC,0.3,-1.0,41,128,1,0.9945,0.0,428.1,50197,29334,13862,0.68591,0.68591,0.32091,0.32745,0,1,50059,22672,7324,0.71679,0.71679,0.24417,0.29947,0,1,0.32877,0.32542,1.0,0.59686,0.99998,0.69253,0.05669,0.05566,16494,33565,0.0,0.00465,0.00115,0.05554,0.05451,0.50725,0.49543,0.00148,0.29751,0.32745,0.12,0.28,0.7592
RC,0.3,-1.0,42,128,1,0.9925,0.0,428.2,49707,28152,14946,0.69665,0.69665,0.34679,0.328,0,1,49593,21686,8770,0.72909,0.72909,0.28796,0.30231,0,1,0.32925,0.32632,1.0,0.61278,1.0,0.63527,0.05486,0.05244,15275,34318,0.0,0.00452,0.00095,0.05391,0.05149,0.5614,0.48918,0.00123,0.30038,0.328,0.12,0.28,0.7563
RC,0.3,-1.0,43,128,1,0.9937,0.0,428.2,50129,29598,12497,0.67906,0.67906,0.29688,0.31029,0,1,50032,22081,8047,0.72454,0.72454,0.26709,0.30087,0,1,0.31044,0.30913,1.0,0.60729,0.99995,0.6639,0.06353,0.03794,15889,34143,0.0,0.00533,0.00081,0.06273,0.03713,0.49485,0.37284,0.00105,0.29857,0.31029,0.12,0.28,0.7605
RC,0.3,-1.0,44,128,1,0.9946,0.0,428.3,49462,28377,14896,0.694,0.694,0.34423,0.33456,0,1,49301,22381,8287,0.72013,0.72013,0.27022,0.30402,0,1,0.33554,0.33271,1.0,0.59927,0.9983,0.66034,0.0513,0.0564,15926,33375,0.0,0.00297,0.00134,0.04995,0.05506,0.64596,0.52585,0.00174,0.30159,0.33456,0.12,0.28,0.7553
RC,0.3,-1.0,45,128,1,0.9931,0.0,428.3,48064,30527,13605,0.66889,0.66889,0.30828,0.32005,0,1,47906,23688,8364,0.70374,0.70374,0.26095,0.30271,0,1,0.32107,0.31876,1.0,0.57598,1.0,0.65285,0.05829,0.04498,15729,32177,0.0,0.00345,0.00132,0.05697,0.04366,0.39241,0.43332,0.00171,0.30132,0.32005,0.12,0.28,0.7582
RC,0.3,-1.0,46,128,1,0.9929,0.0,428.4,50046,28749,13147,0.68731,0.68731,0.3138,0.31861,0,1,49946,22120,8186,0.72437,0.72437,0.27011,0.30255,0,1,0.31948,0.31727,1.0,0.60701,0.99796,0.66323,0.05619,0.04226,15895,34051,6e-05,0.00587,0.00084,0.05536,0.04143,0.53,0.42891,0.00109,0.29863,0.31861,0.12,0.28,0.7574
RC,0.3,-1.0,47,128,1,0.9948,0.0,428.4,46133,31866,13371,0.65124,0.65124,0.29558,0.32302,0,1,46017,25723,8162,0.67807,0.67807,0.24087,0.30337,0,1,0.32385,0.32163,1.0,0.53928,0.9981,0.66502,0.05212,0.04434,16003,30014,0.0,0.0025,0.00097,0.05115,0.04337,0.56034,0.45989,0.00127,0.30115,0.32302,0.12,0.28,0.7566
RC,0.3,-1.0,48,128,1,0.9943,0.0,428.5,48735,29820,15063,0.68147,0.68147,0.33561,0.33855,0,1,48549,23844,7761,0.70252,0.70252,0.24556,0.30297,0,1,0.34,0.33592,1.0,0.57443,1.0,0.6783,0.05142,0.06248,16364,32185,0.0,0.00494,0.00155,0.04986,0.06093,0.58065,0.55036,0.00199,0.30098,0.33855,0.12,0.28,0.7577
RC,0.3,-1.0,49,128,1,0.9942,0.0,428.6,47726,31000,12257,0.65928,0.65928,0.28335,0.31225,0,1,47610,24212,7898,0.69629,0.69629,0.24597,0.30108,0,1,0.3129,0.31174,0.99795,0.56671,1.0,0.66944,0.05741,0.03721,15988,31622,0.0,0.00367,0.00096,0.05644,0.03624,0.41379,0.39128,0.00127,0.30019,0.31225,0.12,0.28,0.7595
RC,0.3,-1.0,50,128,1,0.9936,0.0,428.6,48868,29790,13565,0.67698,0.67698,0.31288,0.31925,0,1,48754,23227,8261,0.71054,0.71054,0.26235,0.3001,0,1,0.32038,0.31765,1.0,0.58719,1.0,0.65546,0.05575,0.04524,15716,33038,0.0,0.00315,0.00095,0.0548,0.04429,0.5,0.44746,0.00124,0.29881,0.31925,0.12,0.28,0.7593
RC,0.3,-1.0,51,128,1,0.9934,0.0,428.7,48226,30385,12688,0.66719,0.66719,0.29457,0.32165,0,1,48112,24642,7680,0.69364,0.69364,0.23761,0.3021,0,1,0.32218,0.32042,0.99806,0.56251,1.0,0.68262,0.04899,0.04284,16484,31628,0.0,0.00427,0.00095,0.04803,0.04189,0.51754,0.46636,0.00125,0.30099,0.32165,0.12,0.28,0.756
RC,0.3,-1.0,52,128,1,0.9939,0.0,428.7,49106,30157,13432,0.67466,0.67466,0.30815,0.32276,0,1,48941,23286,7811,0.70906,0.70906,0.25118,0.30266,0,1,0.32406,0.32075,1.0,0.58328,1.0,0.67668,0.05865,0.04823,16348,32593,0.0,0.00199,0.00138,0.05728,0.04686,0.44242,0.44987,0.00178,0.30184,0.32276,0.12,0.28,0.759
RC,0.3,-1.0,53,128,1,0.9946,0.0,428.8,46460,30973,14316,0.66242,0.66242,0.3161,0.32605,0,1,46320,24908,8545,0.68776,0.68776,0.25543,0.30187,0,1,0.32716,0.32449,1.0,0.55351,1.0,0.64377,0.05161,0.04917,15442,30878,0.0,0.00304,0.00116,0.05045,0.048,0.45,0.48714,0.00153,0.30069,0.32605,0.12,0.28,0.7569
RC,0.3,-1.0,54,128,1,0.9945,0.0,428.8,48819,30061,12557,0.67124,0.67124,0.29464,0.31528,0,1,48699,23531,7922,0.70642,0.70642,0.25187,0.30108,0,1,0.31615,0.31456,1.0,0.58177,0.99826,0.67187,0.05549,0.03968,16041,32658,6e-05,0.00521,0.001,0.05449,0.03868,0.50833,0.41613,0.00131,0.29783,0.31528,0.12,0.28,0.7577
RC,0.3,-1.0,55,128,1,0.9945,0.0,428.9,48225,29969,13037,0.6715,0.6715,0.30314,0.31048,0,1,48114,23343,8574,0.70833,0.70833,0.26863,0.2975,0,1,0.31105,0.30956,1.0,0.58562,1.0,0.63821,0.05616,0.03813,15125,32989,0.0,0.00333,0.00093,0.05523,0.0372,0.47748,0.40321,0.00122,0.29612,0.31048,0.12,0.28,0.755
RC,0.5,-1.0,32,128,1,0.9929,0.0,427.6,47622,23094,22307,0.75174,0.75174,0.49133,0.49216,0,1,47441,15993,16593,0.79266,0.80015,0.50921,0.49951,0,0,0.49159,0.49242,1.0,0.60126,0.99998,0.58435,0.0607,0.04914,23326,24115,4e-05,0.00232,0.00151,0.05919,0.04763,0.51934,0.44691,0.00195,0.49881,0.49216,0.2,0.2,0.7442
RC,0.5,-1.0,33,128,1,0.9934,0.0,427.7,48475,21658,20962,0.76225,0.76225,0.49183,0.48996,0,1,48411,14661,16699,0.79066,0.81621,0.53249,0.50571,0,0,0.48852,0.49164,1.0,0.6294,0.99821,0.58606,0.05873,0.03599,23556,24855,0.0,0.00346,0.00053,0.0582,0.03546,0.45312,0.37902,0.0007,0.5038,0.48996,0.2,0.2,0.7452
RC,0.5,-1.0,34,128,1,0.9932,0.0,427.7,48858,23042,20375,0.75029,0.75029,0.46929,0.48675,0,1,48732,15631,15898,0.80192,0.80525,0.50423,0.50305,0,0,0.48585,0.48808,1.0,0.60891,0.99992,0.60551,0.06295,0.03844,24398,24334,0.0,0.00325,0.00105,0.06189,0.03739,0.5,0.37789,0.00137,0.50202,0.48675,0.2,0.2,0.7498
RC,0.5,-1.0,35,128,1,0.9958,0.0,427.8,48272,22024,21795,0.76085,0.76085,0.49739,0.49,0,1,48135,15081,16811,0.78993,0.81155,0.52712,0.50076,0,0,0.48886,0.49181,0.9982,0.62218,0.99838,0.57873,0.05908,0.04273,23193,24942,0.0,0.00281,0.00114,0.05794,0.04159,0.48905,0.41868,0.00149,0.49993,0.49,0.2,0.2,0.7452
RC,0.5,-1.0,36,128,1,0.9946,0.0,427.9,49089,20984,19687,0.76622,0.76622,0.48405,0.48639,0,1,49054,14761,15970,0.79984,0.81499,0.51967,0.50042,0,0,0.4851,0.48825,0.99822,0.62933,0.99798,0.59797,0.05212,0.03125,23858,25196,0.0,0.00389,0.00029,0.05183,0.03096,0.42857,0.37414,0.00039,0.49912,0.48639,0.2,0.2,0.7447
RC,0.5,-1.0,37,128,1,0.9931,0.0,427.9,49669,21828,20544,0.76284,0.76284,0.48485,0.49388,0,1,49506,15080,15451,0.80695,0.81159,0.50608,0.5031,0,0,0.49318,0.49514,1.0,0.62078,0.99785,0.61583,0.05764,0.04384,24735,24771,0.0,0.00327,0.00136,0.05628,0.04248,0.59509,0.43236,0.00177,0.50142,0.49388,0.2,0.2,0.746
RC,0.5,-1.0,38,128,1,0.9942,0.0,428.0,49982,22106,18933,0.75713,0.75713,0.46134,0.48469,0,1,49928,15006,15215,0.81017,0.81277,0.50346,0.50372,0,0,0.48339,0.48693,1.0,0.62441,0.998,0.62318,0.05969,0.03147,25042,24886,4e-05,0.0047,0.00045,0.05924,0.03102,0.48148,0.34437,0.00059,0.50132,0.48469,0.2,0.2,0.7479
RC,0.5,-1.0,39,128,1,0.9952,0.0,428.0,48438,21652,22367,0.75808,0.76582,0.50812,0.49048,0,0,48320,14391,17261,0.78416,0.82005,0.54534,0.50245,0,0,0.48953,0.49193,1.0,0.63972,0.99812,0.5706,0.06148,0.04352,22839,25481,0.0,0.00322,0.00098,0.06049,0.04254,0.50847,0.41378,0.00128,0.50049,0.50952,0.2,0.2,0.7459
RC,0.5,-1.0,40,128,1,0.9949,0.0,428.1,48726,22027,21222,0.76051,0.76051,0.49069,0.4877,0,1,48598,14859,16593,0.79272,0.81438,0.52757,0.50157,0,0,0.4866,0.48913,1.0,0.62784,0.99818,0.5865,0.06085,0.03967,23491,25107,0.0,0.00267,0.00107,0.05978,0.0386,0.59375,0.39455,0.00139,0.50009,0.4877,0.2,0.2,0.7454
RC,0.5,-1.0,41,128,1,0.9955,0.0,428.1,50569,22478,19703,0.75765,0.75765,0.46711,0.48784,0,1,50458,15284,14313,0.80908,0.80908,0.4836,0.4972,0,1,0.48731,0.48878,0.99827,0.62218,1.0,0.64024,0.0609,0.04586,25403,25055,8e-05,0.00355,0.00093,0.05998,0.04494,0.48649,0.42883,0.0012,0.49697,0.48784,0.2,0.2,0.7508
RC,0.5,-1.0,42,128,1,0.9937,0.0,428.2,49068,21803,22004,0.76308,0.76524,0.50229,0.49066,0,0,48961,14664,16424,0.79483,0.81681,0.52831,0.49891,0,0,0.4897,0.49153,1.0,0.63526,1.0,0.5878,0.06041,0.04741,23421,25540,4e-05,0.00364,0.00089,0.05952,0.04652,0.49533,0.43919,0.00115,0.49776,0.50934,0.2,0.2,0.7471
RC,0.5,-1.0,43,128,1,0.9941,0.0,428.3,49935,22300,19125,0.75591,0.75591,0.46168,0.47538,0,1,49869,14449,15842,0.80237,0.81975,0.52299,0.50047,0,0,0.47416,0.47744,1.0,0.64024,0.99995,0.60397,0.06606,0.02795,24157,25712,4e-05,0.00467,0.00055,0.06551,0.02739,0.45455,0.2958,0.00072,0.49896,0.47538,0.2,0.2,0.751
RC,0.5,-1.0,44,128,1,0.9948,0.0,428.3,49005,20611,22356,0.75693,0.7759,0.52031,0.49949,0,0,48857,14357,16755,0.79048,0.82047,0.53854,0.50332,0,0,0.49875,0.50057,1.0,0.6399,0.99832,0.58383,0.05334,0.0479,23411,25446,0.0,0.0033,0.00123,0.0521,0.04666,0.59459,0.47396,0.00161,0.50143,0.50051,0.2,0.2,0.7432
RC,0.5,-1.0,45,128,1,0.9944,0.0,428.4,48371,22905,20557,0.75058,0.75058,0.47299,0.48644,0,1,48246,15635,16074,0.79896,0.80445,0.50692,0.50194,0,0,0.48531,0.4877,0.99781,0.60945,1.0,0.5995,0.0616,0.03839,23980,24266,0.0,0.00326,0.00104,0.06056,0.03735,0.44,0.38205,0.00136,0.50204,0.48644,0.2,0.2,0.7493
RC,0.5,-1.0,46,128,1,0.9929,0.0,428.4,49755,22133,19936,0.75896,0.75896,0.47389,0.48329,0,1,49665,15005,15582,0.80584,0.81303,0.50943,0.49826,0,0,0.48246,0.48485,1.0,0.62928,0.99788,0.61043,0.06028,0.03711,24281,25384,8e-05,0.00492,0.00075,0.05953,0.03636,0.42222,0.37954,0.00098,0.49565,0.48329,0.2,0.2,0.7486
RC,0.5,-1.0,47,128,1,0.9958,0.0,428.5,46975,22904,20718,0.74719,0.74719,0.47494,0.49059,0,1,46884,16530,16427,0.79296,0.79296,0.49844,0.50225,0,1,0.48956,0.49212,1.0,0.58368,0.99797,0.59014,0.05383,0.03649,23631,23253,0.0,0.00181,0.00076,0.05308,0.03573,0.6044,0.40405,0.001,0.50112,0.49059,0.2,0.2,0.7443
RC,0.5,-1.0,48,128,1,0.9951,0.0,428.5,48691,21856,22331,0.75957,0.76468,0.50537,0.50187,0,0,48516,15503,16135,0.7987,0.80658,0.50999,0.50313,0,0,0.50137,0.5023,1.0,0.6117,1.0,0.59892,0.05447,0.05316,24094,24422,0.00012,0.00418,0.00146,0.05301,0.0517,0.50857,0.49395,0.00188,0.5019,0.49813,0.2,0.2,0.7453
RC,0.5,-1.0,49,128,1,0.9943,0.0,428.6,48358,23488,18857,0.74104,0.74104,0.44532,0.47993,0,1,48254,16244,15231,0.79626,0.79626,0.48391,0.49994,0,1,0.47878,0.48196,0.99822,0.59438,1.0,0.61766,0.0611,0.03101,24547,23707,8e-05,0.00354,0.00086,0.06023,0.03015,0.43269,0.33452,0.00115,0.49977,0.47993,0.2,0.2,0.7495
RC,0.5,-1.0,50,128,1,0.9939,0.0,428.6,49105,22202,20932,0.7593,0.7593,0.48528,0.49144,0,1,48992,15211,16039,0.80012,0.81044,0.51325,0.50315,0,0,0.49051,0.49297,1.0,0.61911,1.0,0.60208,0.05932,0.0418,24268,24724,4e-05,0.00275,0.00094,0.05838,0.04086,0.55752,0.4131,0.00123,0.50232,0.49144,0.2,0.2,0.7511
RC,0.5,-1.0,51,128,1,0.994,0.0,428.7,48303,22340,19823,0.75306,0.75306,0.47015,0.48733,0,1,48224,16336,15872,0.7969,0.7969,0.4928,0.49852,0,1,0.48603,0.4893,0.99825,0.59683,1.0,0.60382,0.05088,0.03371,24136,24088,0.0,0.00369,0.00066,0.05022,0.03305,0.49367,0.39765,0.00087,0.49825,0.48733,0.2,0.2,0.7446
RC,0.5,-1.0,52,128,1,0.9944,0.0,428.8,48889,22794,19938,0.75121,0.75121,0.46658,0.48729,0,1,48765,15803,15470,0.80256,0.80256,0.49468,0.5014,0,1,0.48659,0.48828,1.0,0.60463,1.0,0.61391,0.05931,0.03828,24598,24167,0.0,0.00261,0.00103,0.05828,0.03725,0.37903,0.3898,0.00135,0.50061,0.48729,0.2,0.2,0.7495
RC,0.5,-1.0,53,128,1,0.9952,0.0,428.8,46760,22803,21912,0.75072,0.75072,0.49004,0.49563,0,1,46617,16315,16841,0.78889,0.79548,0.50793,0.50393,0,0,0.49489,0.49695,1.0,0.58838,1.0,0.58041,0.05515,0.04337,23296,23321,0.0,0.0027,0.00119,0.05396,0.04218,0.46853,0.43907,0.00156,0.50314,0.49563,0.2,0.2,0.7474
RC,0.5,-1.0,54,128,1,0.9949,0.0,428.9,48507,22291,19832,0.75404,0.75404,0.47081,0.48525,0,1,48407,15741,16012,0.80025,0.80363,0.50427,0.50029,0,0,0.4838,0.48754,1.0,0.60856,0.99826,0.60084,0.05549,0.03271,24000,24407,4e-05,0.00377,0.00083,0.05466,0.03188,0.55,0.37011,0.0011,0.49829,0.48525,0.2,0.2,0.747
RC,0.5,-1.0,55,128,1,0.9949,0.0,428.9,47563,22345,21059,0.75436,0.75436,0.48519,0.48059,0,1,47468,15321,17242,0.78456,0.80856,0.5295,0.49803,0,0,0.47941,0.48246,1.0,0.61931,1.0,0.56663,0.05934,0.03261,22544,24924,0.0,0.00289,0.00079,0.05855,0.03182,0.45263,0.35296,0.00104,0.49713,0.48059,0.2,0.2,0.7443
RC,0.7,-1.0,32,128,1,0.9926,0.0,427.7,46524,15582,30993,0.6671,0.83263,0.66544,0.66046,0,0,46373,8049,25605,0.68005,0.89942,0.76083,0.70003,0,0,0.65846,0.66378,1.0,0.66542,0.99996,0.54254,0.06405,0.04617,30366,16007,3e-05,0.00319,0.00126,0.06279,0.04491,0.52318,0.41822,0.00162,0.69939,0.33954,0.28,0.12,0.7363
RC,0.7,-1.0,33,128,1,0.9921,0.0,427.7,46872,14988,28856,0.68191,0.83478,0.65815,0.6606,0,0,46814,7892,25072,0.68573,0.90108,0.76059,0.70345,0,0,0.65764,0.66467,1.0,0.66765,0.99836,0.55314,0.05951,0.03196,30990,15824,0.0,0.00367,0.00048,0.05903,0.03148,0.39655,0.34805,0.00064,0.70225,0.3394,0.28,0.12,0.738
RC,0.7,-1.0,34,128,1,0.9929,0.0,427.8,48022,16455,27965,0.69749,0.822,0.62956,0.65228,0,0,47894,8408,23959,0.70149,0.89524,0.74023,0.70051,0,0,0.64961,0.65689,1.0,0.65102,0.99996,0.57346,0.06827,0.03453,32210,15684,0.0,0.00351,0.00107,0.0672,0.03346,0.53125,0.33446,0.00138,0.69982,0.34772,0.28,0.12,0.7424
RC,0.7,-1.0,35,128,1,0.9955,0.0,427.9,47306,15557,29541,0.68031,0.83164,0.65504,0.65629,0,0,47177,7826,25024,0.68731,0.90221,0.76177,0.70069,0,0,0.65349,0.66016,0.99818,0.67289,0.99854,0.55238,0.06559,0.03877,31006,16171,0.0,0.00272,0.00108,0.06451,0.03769,0.41085,0.36923,0.0014,0.70021,0.34371,0.28,0.12,0.7384
RC,0.7,-1.0,36,128,1,0.9944,0.0,427.9,47861,14599,27613,0.69344,0.83792,0.65415,0.6572,0,0,47820,7665,24451,0.69412,0.90411,0.76133,0.70076,0,0,0.65484,0.66142,1.0,0.68094,0.99784,0.56362,0.05809,0.02668,31513,16307,0.0,0.00319,0.00034,0.05775,0.02634,0.43902,0.3137,0.00046,0.69946,0.3428,0.28,0.12,0.7367
RC,0.7,-1.0,37,128,1,0.9919,0.0,428.0,49058,15462,28161,0.69615,0.83317,0.64555,0.65947,0,0,48864,7952,23280,0.70935,0.90072,0.74539,0.70103,0,0,0.65688,0.66369,1.0,0.66893,0.99796,0.58553,0.06425,0.04233,32828,16036,0.0,0.00262,0.00162,0.06264,0.04071,0.45876,0.39491,0.00209,0.69992,0.34053,0.28,0.12,0.7389
RC,0.7,-1.0,38,128,1,0.994,0.0,428.0,49083,15506,26433,0.7096,0.82965,0.63027,0.65392,0,0,49035,7988,23117,0.71154,0.90032,0.74319,0.70111,0,0,0.65085,0.6583,1.0,0.66751,0.99784,0.58845,0.06313,0.02807,33002,16033,9e-05,0.00443,0.0004,0.06273,0.02767,0.375,0.30638,0.00053,0.69967,0.34608,0.28,0.12,0.7397
RC,0.7,-1.0,39,128,1,0.9947,0.0,428.1,46945,15252,30290,0.67249,0.83509,0.6651,0.65761,0,0,46823,7447,25702,0.67861,0.90688,0.77535,0.70237,0,0,0.65514,0.66169,1.0,0.6883,0.9982,0.54242,0.06604,0.03924,30418,16405,0.0,0.00305,0.00102,0.06503,0.03822,0.5082,0.37155,0.00132,0.70121,0.34239,0.28,0.12,0.7389
RC,0.7,-1.0,40,128,1,0.9947,0.0,428.1,47125,15202,30086,0.67444,0.8355,0.66433,0.65862,0,0,46988,7718,25386,0.68304,0.90364,0.76686,0.70039,0,0,0.6562,0.6622,1.0,0.6789,1.0,0.54713,0.06356,0.04034,30670,16318,0.0001,0.00264,0.00114,0.06241,0.0392,0.50365,0.38706,0.00148,0.6999,0.34138,0.28,0.12,0.7378
RC,0.7,-1.0,41,128,1,0.9954,0.0,428.2,49826,16120,26814,0.71093,0.82622,0.62454,0.65291,0,0,49730,8236,22089,0.72408,0.89712,0.72841,0.69693,0,0,0.65089,0.65632,0.99817,0.66405,1.0,0.60444,0.06653,0.04019,33652,16078,9e-05,0.00342,0.0008,0.06573,0.03939,0.47917,0.37552,0.00103,0.69756,0.34709,0.28,0.12,0.7435
RC,0.7,-1.0,42,128,1,0.9923,0.0,428.3,47385,15250,30128,0.67522,0.8356,0.66393,0.65759,0,0,47285,7668,25096,0.68649,0.90421,0.76596,0.69858,0,0,0.65563,0.66125,1.0,0.68308,1.0,0.55069,0.06404,0.04278,30758,16527,7e-05,0.00417,0.00083,0.06321,0.04195,0.47,0.39948,0.00108,0.69775,0.34241,0.28,0.12,0.7393
RC,0.7,-1.0,43,128,1,0.9939,0.0,428.3,48352,15775,27443,0.70031,0.82773,0.63499,0.64813,0,0,48275,7564,24321,0.69659,0.90564,0.76277,0.70101,0,0,0.64555,0.65264,1.0,0.68524,1.0,0.56669,0.06916,0.02669,31808,16467,6e-05,0.00401,0.00064,0.06852,0.02605,0.44156,0.2766,0.00084,0.70021,0.35187,0.28,0.12,0.7432
RC,0.7,-1.0,44,128,1,0.9952,0.0,428.4,47166,14447,31084,0.66467,0.84415,0.6827,0.66566,0,0,46969,7292,25700,0.67859,0.90881,0.77898,0.70299,0,0,0.66292,0.66959,1.0,0.69362,0.99841,0.54277,0.06125,0.0465,30472,16497,0.0,0.00242,0.00164,0.05961,0.04486,0.5533,0.4313,0.00213,0.70205,0.33434,0.28,0.12,0.736
RC,0.7,-1.0,45,128,1,0.9935,0.0,428.4,46375,16446,29478,0.68062,0.82182,0.64189,0.65002,0,0,46227,8130,25601,0.67982,0.89832,0.75898,0.70119,0,0,0.64748,0.65457,1.0,0.66032,1.0,0.54304,0.07051,0.03353,30423,15804,0.0,0.00266,0.00123,0.06928,0.0323,0.35811,0.31845,0.0016,0.70067,0.34998,0.28,0.12,0.7401
RC,0.7,-1.0,46,128,1,0.9927,0.0,428.5,48311,15624,27924,0.69601,0.82991,0.64122,0.65213,0,0,48222,7919,24111,0.69956,0.90132,0.75276,0.6984,0,0,0.64948,0.65591,1.0,0.6744,0.99794,0.56981,0.06509,0.03259,31870,16352,6e-05,0.00422,0.00074,0.06434,0.03184,0.48315,0.33221,0.00097,0.69694,0.34787,0.28,0.12,0.7412
RC,0.7,-1.0,47,128,1,0.9955,0.0,428.5,45952,15723,29086,0.67953,0.82676,0.64911,0.66012,0,0,45874,8677,25313,0.68305,0.89135,0.74472,0.70246,0,0,0.65758,0.6643,1.0,0.63417,0.9982,0.54855,0.05932,0.03207,30758,15116,0.0,0.00198,0.00065,0.05867,0.03142,0.5,0.34982,0.00086,0.7017,0.33988,0.28,0.12,0.7344
RC,0.7,-1.0,48,128,1,0.9949,0.0,428.6,46974,15106,30312,0.67192,0.8365,0.6674,0.66385,0,0,46831,8092,25231,0.68522,0.89904,0.75716,0.70096,0,0,0.66197,0.66731,1.0,0.663,1.0,0.55059,0.05972,0.04359,30911,15920,0.00013,0.00295,0.00119,0.05853,0.0424,0.47552,0.42074,0.00155,0.70043,0.33615,0.28,0.12,0.7356
RC,0.7,-1.0,49,128,1,0.9942,0.0,428.7,47605,16366,27290,0.70097,0.82067,0.62511,0.65062,0,0,47467,8295,23965,0.69941,0.89596,0.74287,0.70233,0,0,0.64761,0.6554,1.0,0.6515,0.9984,0.57193,0.06826,0.02879,31978,15489,6e-05,0.00349,0.00115,0.06711,0.02765,0.4058,0.29313,0.00151,0.70123,0.34938,0.28,0.12,0.7411
RC,0.7,-1.0,50,128,1,0.9935,0.0,428.7,48182,15573,28155,0.69367,0.83056,0.64387,0.66167,0,0,48088,8363,23791,0.70351,0.89578,0.73991,0.70287,0,0,0.65934,0.66556,1.0,0.64978,1.0,0.5779,0.06099,0.03723,32572,15516,3e-05,0.00245,0.00078,0.0602,0.03644,0.53191,0.3783,0.00102,0.70241,0.33833,0.28,0.12,0.7446
RC,0.7,-1.0,51,128,1,0.9935,0.0,428.8,46704,15386,28579,0.6848,0.83031,0.65004,0.65871,0,0,46626,8803,25009,0.68909,0.89056,0.73965,0.69771,0,0,0.65588,0.66342,0.99822,0.64132,1.0,0.55479,0.05571,0.03051,31065,15561,3e-05,0.00315,0.00065,0.05506,0.02986,0.42308,0.35217,0.00086,0.69835,0.34129,0.28,0.12,0.7371
RC,0.7,-1.0,52,128,1,0.9942,0.0,428.8,48200,15674,28095,0.69452,0.82957,0.64189,0.65899,0,0,48029,8202,23807,0.70255,0.89752,0.74376,0.70268,0,0,0.65685,0.66291,1.0,0.6557,1.0,0.57651,0.06371,0.03717,32409,15620,3e-05,0.00166,0.00143,0.06229,0.03574,0.45614,0.36594,0.00186,0.70237,0.34101,0.28,0.12,0.7423
RC,0.7,-1.0,53,128,1,0.9922,0.0,428.9,45513,15266,30498,0.66587,0.83275,0.66642,0.6645,0,0,45384,8404,25985,0.67426,0.89465,0.75562,0.7031,0,0,0.66218,0.66857,1.0,0.64585,1.0,0.53634,0.05815,0.03861,30058,15326,3e-05,0.003,0.00107,0.05708,0.03754,0.41085,0.39691,0.00141,0.70253,0.3355,0.28,0.12,0.7379
RC,0.7,-1.0,54,128,1,0.9946,0.0,428.9,47589,15503,28076,0.69204,0.82995,0.64426,0.65521,0,0,47498,8130,24534,0.69394,0.89858,0.7511,0.70041,0,0,0.65233,0.65987,1.0,0.66294,0.99826,0.56297,0.06228,0.03032,31550,15948,3e-05,0.00395,0.00076,0.06152,0.02956,0.50549,0.326,0.001,0.69911,0.34479,0.28,0.12,0.7395
RC,0.7,-1.0,55,128,1,0.9947,0.0,429.0,46009,15805,29757,0.67504,0.8274,0.65311,0.64963,0,0,45890,7998,26143,0.67334,0.90006,0.76574,0.69767,0,0,0.64709,0.65408,1.0,0.67005,0.99992,0.53145,0.06607,0.03112,29650,16240,7e-05,0.00271,0.00099,0.06508,0.03012,0.31933,0.31646,0.0013,0.69712,0.35037,0.28,0.12,0.7371
