block,m_children,rho1,rho2,rho3,sigma,m_lat,seed,absorbed,cos_comp,cos_parent,cos_child,comp_idx,parent_idx,rec,comp_fire_rate,rho_hat_gmm,gmm_mu_lo,gmm_mu_hi,gmm_w_hi,n_fire,rho_hat_bin,fire|host_only,fire|joint,act|host_only,act|joint,tv_full,tv_null,tv_inplane,tv_inplane_null,tv_cond,h4_mus,h4_ws
X,1,0.1,0,0,0.0,31,6,0,0.7732,0.9679,0.1256,14,14,0.1086,0.25151,0.29405,0.8491,0.8876,0.29405,50303,1.0,1.0,1.0,0.848,0.9739,0.26168,0.26115,0.00039,0.00036,0.367,,
X,1,0.1,0,0,0.0,31,7,0,0.7505,0.9845,0.0769,2,2,0.1188,0.25123,0.44195,0.8706,0.873,0.44195,50247,1.0,1.0,1.0,0.864,0.9405,0.26303,0.26319,0.00203,0.00251,0.37381,,
X,1,0.1,0,0,0.0,31,8,0,0.7658,0.9744,0.1087,2,2,0.1126,0.25016,0.35146,0.8588,0.8844,0.35146,50031,1.0,1.0,1.0,0.8572,0.9627,0.26215,0.26131,0.00081,0.00038,0.37089,,
X,1,0.1,0,0,0.0,31,9,1,0.9906,0.9886,0.7173,23,21,0.2894,0.12775,0.19652,0.0224,1.282,0.19652,25550,0.15374,0.4554,1.0,0.0224,1.282,0.23049,0.20657,0.04629,0.00205,0.98655,,
X,1,0.1,0,0,0.0,31,10,0,0.7512,0.9721,0.0903,8,8,0.1112,0.24971,0.07266,0.8554,0.9589,0.07266,49942,1.0,1.0,1.0,0.8536,0.9462,0.26249,0.26125,0.00223,0.00238,0.37329,,
X,1,0.1,0,0,0.0,31,11,1,0.995,0.9847,0.7178,29,21,0.1479,0.02563,0.39637,1.2831,1.3079,0.39637,5126,0.10198,0.0,1.0,nan,1.2929,0.26304,0.24187,0.04485,0.00037,1.0,,
X,1,0.1,0,0,0.0,31,12,0,0.7578,0.977,0.0946,25,25,0.1083,0.24917,0.33142,0.8627,0.878,0.33142,49834,1.0,1.0,1.0,0.8584,0.9546,0.26177,0.26176,0.00094,0.00036,0.37242,,
X,1,0.1,0,0,0.0,31,13,0,0.7624,0.9773,0.1009,2,2,0.1087,0.24948,0.46713,0.8638,0.8655,0.46713,49895,1.0,1.0,1.0,0.8544,0.9558,0.25909,0.26055,0.00016,0.0028,0.38288,,
X,1,0.1,0,0,0.0,31,14,0,0.7749,0.9828,0.113,8,8,0.1027,0.2511,0.27237,0.8656,0.9034,0.27237,50219,1.0,1.0,1.0,0.8648,0.9795,0.26194,0.26341,0.00125,0.00181,0.37306,,
X,1,0.1,0,0,0.0,31,15,0,0.7769,0.9726,0.1262,16,16,0.1061,0.25384,0.98822,0.0147,0.8645,0.98822,50769,1.0,1.0,1.0,0.8518,0.9771,0.26105,0.26233,0.00354,0.00179,0.37219,,
X,1,0.2,0,0,0.0,31,0,0,0.8346,0.9457,0.2346,24,24,0.1307,0.2499,0.20121,0.8271,1.0611,0.20121,49980,1.0,1.0,1.0,0.8271,1.0608,0.2614,0.26147,0.00051,0.00091,0.37859,,
X,1,0.2,0,0,0.0,31,1,1,0.9935,0.9786,0.6998,29,30,0.235,0.05079,0.99892,0.0053,1.2932,0.99892,10159,0.20301,0.0003,1.0,0.0053,1.2932,0.24671,0.22325,0.04527,0.00109,1.0,,
X,1,0.2,0,0,0.0,31,2,0,0.8428,0.9547,0.2372,9,9,0.1275,0.24965,0.20365,0.8323,1.0695,0.20365,49930,1.0,1.0,1.0,0.8323,1.0692,0.26204,0.26095,0.00081,0.00247,0.37158,,
X,1,0.2,0,0,0.0,31,3,0,0.8523,0.958,0.2473,29,29,0.1961,0.25133,0.20342,0.8332,1.0778,0.20342,50267,1.0,1.0,1.0,0.8334,1.0813,0.23851,0.24161,0.0006,0.00073,0.35165,,
X,1,0.2,0,0,0.0,31,4,0,0.8298,0.9603,0.2133,21,21,0.1226,0.24963,0.20279,0.8407,1.0546,0.20279,49927,1.0,1.0,1.0,0.8407,1.0556,0.26151,0.26061,0.00036,1e-05,0.37731,,
X,1,0.2,0,0,0.0,31,5,0,0.8422,0.9552,0.2358,2,2,0.1159,0.25039,0.2041,0.8332,1.0673,0.2041,50077,1.0,1.0,1.0,0.8332,1.0671,0.26156,0.26241,0.00108,0.00117,0.37378,,
X,1,0.2,0,0,0.0,31,6,0,0.8477,0.9456,0.2533,11,11,0.1213,0.2515,0.20192,0.8251,1.0788,0.20192,50301,1.0,1.0,1.0,0.8251,1.0784,0.26167,0.26115,0.00039,0.00036,0.367,,
X,1,0.2,0,0,0.0,31,7,0,0.8236,0.9666,0.1981,21,21,0.1238,0.25123,0.19694,0.8457,1.0439,0.19694,50247,1.0,1.0,1.0,0.8455,1.043,0.26302,0.26319,0.00203,0.00251,0.37381,,
X,1,0.2,0,0,0.0,31,8,0,0.8491,0.9496,0.2512,21,21,0.1244,0.25016,0.20243,0.8317,1.0783,0.20243,50031,1.0,1.0,1.0,0.8317,1.0793,0.26216,0.26129,0.00081,0.00038,0.37083,,
X,1,0.2,0,0,0.0,31,9,0,0.8369,0.963,0.2206,2,2,0.124,0.25038,0.19733,0.8411,1.0616,0.19733,50075,1.0,1.0,1.0,0.8409,1.0604,0.26099,0.26089,0.00089,0.00179,0.36909,,
X,1,0.2,0,0,0.0,31,10,0,0.835,0.9492,0.2318,30,30,0.1996,0.25006,0.27542,0.8291,0.999,0.27542,50011,1.0,1.0,1.0,0.8307,1.0628,0.24162,0.24082,0.00223,0.00238,0.3479,,
X,1,0.2,0,0,0.0,31,11,1,0.9945,0.9848,0.7163,17,22,0.158,0.0502,0.99569,1.1804,1.2924,0.99569,10041,0.19975,0.0,1.0,0.005,1.292,0.26312,0.24235,0.04485,0.00037,1.0,,
X,1,0.2,0,0,0.0,31,12,1,0.9883,0.9844,0.7223,30,21,0.1551,0.06509,0.75809,0.0099,1.2805,0.75809,13017,0.19817,0.0788,1.0,0.0099,1.2805,0.26544,0.24245,0.04511,0.00053,1.0,,
X,1,0.2,0,0,0.0,31,13,1,0.991,0.9861,0.713,16,9,0.1662,0.05147,0.97358,0.0083,1.2846,0.97358,10295,0.2009,0.0068,1.0,0.0083,1.2846,0.264,0.24169,0.04557,0.0028,1.0,,
X,1,0.2,0,0,0.0,31,14,1,0.9943,0.9901,0.6914,1,30,0.1593,0.04974,0.99819,0.0079,1.2924,0.99819,9947,0.19777,0.0004,1.0,0.0079,1.2924,0.26527,0.24453,0.04619,0.00181,1.0,,
X,1,0.2,0,0,0.0,31,15,0,0.8596,0.947,0.2686,10,10,0.1304,0.25356,0.32076,0.8263,0.9668,0.32076,50713,1.0,1.0,1.0,0.8266,1.0974,0.26103,0.26231,0.00355,0.00179,0.37219,,
