gamma,eps,seed,child_latent_angle_deg,top_1_rho,top_1_phi_deg,top_2_rho,top_2_phi_deg,top_3_rho,top_3_phi_deg,top_4_rho,top_4_phi_deg,top_5_rho,top_5_phi_deg
0.25,0.02,3,48.47178649902344,0.9914503693580627,48.47178649902344,0.9835566282272339,-2.947744131088257,0.0749574676156044,46.29806137084961,0.0713634341955185,165.17935180664062,0.06975395232439041,-5.5558762550354
0.25,0.02,4,66.5935287475586,0.9895020127296448,66.5935287475586,0.9768393039703369,-0.5361320972442627,0.07744150608778,44.05284881591797,0.06841366738080978,168.7151336669922,0.06700338423252106,-8.987462043762207
0.25,0.02,5,75.04945373535156,0.9851412177085876,75.04945373535156,0.9733157157897949,0.8615544438362122,0.08254319429397583,42.339080810546875,0.07345972210168839,-10.428739547729492,0.06493531167507172,170.62112426757812
0.25,0.02,6,66.703125,0.9896153807640076,66.70313262939453,0.9765114188194275,-0.2835901379585266,0.0736289918422699,-9.02342414855957,0.0688905268907547,168.8800811767578,0.06668012589216232,162.0978240966797
0.25,0.02,7,75.02141571044922,0.9852824807167053,75.02141571044922,0.9744483828544617,-0.5202624201774597,0.08029966801404953,42.36527633666992,0.08026594668626785,-7.119411945343018,0.06870643049478531,167.03829956054688
0.25,0.03,0,73.77474975585938,0.9859656691551208,73.77474212646484,0.9748994708061218,0.5127986073493958,0.0815635547041893,43.249149322509766,0.0799584686756134,-6.991889476776123,0.06930442154407501,168.43875122070312
0.25,0.03,1,73.98371887207031,0.9859246611595154,73.98371887207031,0.9747859835624695,0.4843258857727051,0.08039312809705734,-8.117664337158203,0.0698607936501503,168.38218688964844,0.06605812162160873,162.2518310546875
0.25,0.03,2,76.7739486694336,0.9846723675727844,76.7739486694336,0.9740074276924133,-0.1288115680217743,0.08238889276981354,42.157432556152344,0.0717429518699646,166.76893615722656,0.07153517752885818,-7.900769233703613
0.25,0.03,3,74.16967010498047,0.9861253499984741,74.16967010498047,0.9748463034629822,0.41171926259994507,0.07931775599718094,-9.129498481750488,0.06890872120857239,168.32296752929688,0.06678560376167297,36.42235565185547
0.25,0.03,4,76.93174743652344,0.9846611022949219,76.93174743652344,0.9740486145019531,-0.133069708943367,0.08182098716497421,43.29541015625,0.07861433923244476,-8.154803276062012,0.06822559982538223,168.74966430664062
